machine_id,temperature,vibration,pressure,rotational_speed,failure
49,63.27,1.153,100.21,1800.53,0
47,76.82,0.3204,82.9,1138.07,0
52,69.48,0.9738,108.31,1042.12,0
88,58.37,1.3105,89.56,1131.63,1
54,82.98,0.0485,90.06,1205.37,0
60,66.42,0.0504,94.43,1545.38,0
57,62.33,0.3232,86.46,1524.67,0
47,72.38,0.4435,74.91,1720.44,0
31,61.6,0.2775,76.22,1406.77,0
46,74.49,0.1976,77.9,1421.81,0
26,69.6,0.5122,109.12,1533.75,0
5,67.31,0.001,107.98,1837.77,0
84,67.4,1.7222,94.62,932.23,0
52,89.93,0.132,95.62,1423.07,0
75,80.54,1.2451,123.35,1895.61,1
54,49.36,0.0577,110.28,1520.33,0
33,88.24,0.136,131.3,1411.53,0
50,82.75,0.1339,88.45,1255.61,0
38,81.86,2.7802,76.7,1770.75,0
27,88.32,0.0023,119.94,1355.61,0
98,75.23,0.5103,99.59,1353.23,0
15,84.3,1.0189,83.94,1909.12,0
96,68.03,0.5578,109.78,1185.94,0
61,87.71,0.2253,85.9,1989.41,0
21,78.27,1.5887,113.78,1550.72,0
46,54.35,1.1199,109.72,1507.36,0
69,90.55,0.2845,95.48,1585.62,0
6,73.07,0.4259,66.27,1506.23,1
38,70.98,1.7136,81.54,1341.58,0
62,68.36,2.0245,130.37,1603.25,0
86,69.46,0.2988,134.91,1353.04,0
62,78.44,0.9398,151.87,1628.41,0
82,60.19,0.1798,108.01,2193.75,0
78,51.47,0.2325,78.2,1698.05,1
74,59.03,0.0901,126.78,1443.4,0
46,80.73,0.1173,94.72,1576.67,0
13,72.57,0.5348,86.35,1404.05,0
95,91.7,0.3575,106.69,1444.85,0
94,74.03,0.1314,137.94,1466.48,0
3,87.64,0.2578,97.89,1642.58,0
94,64.61,0.2336,100.34,1772.04,1
6,68.47,2.1855,69.36,2132.76,0
93,75.14,0.9606,102.16,1694.53,0
8,72.8,0.2455,113.31,1170.95,0
44,71.39,1.2262,98.25,1115.72,0
33,61.92,0.2098,99.73,1479.86,0
81,51.22,0.5512,104.5,1800.13,0
75,84.47,1.7003,79.02,1437.61,0
77,82.79,0.2474,54.45,1442.26,0
50,65.79,0.5695,97.93,1769.97,0
11,80.68,0.1754,95.49,1491.97,0
95,72.5,0.1548,111.4,1810.32,0
28,91.59,0.4268,147.94,1048.55,0
70,55.32,1.938,125.92,1643.01,0
41,73.1,0.3018,58.86,967.13,0
16,71.9,1.3874,150.42,1579.99,0
68,77.42,1.2288,113.28,1770.2,1
99,98.06,0.1464,94.71,1011.55,0
48,73.14,0.2569,129.53,811.43,0
56,86.15,0.5154,50.0,1755.3,0
64,72.78,0.365,89.11,1634.82,0
59,91.06,0.0504,103.94,1170.43,0
90,86.29,2.5334,101.35,1573.31,0
62,70.0,0.6985,130.28,1337.57,0
76,68.92,0.2879,123.61,1446.26,0
11,82.3,0.4814,113.64,1419.5,0
89,65.17,0.0458,94.46,1100.78,0
18,77.86,0.3419,119.23,1770.33,1
19,69.66,1.3356,88.04,1182.28,0
87,80.52,1.1346,115.45,1527.8,0
55,72.58,0.2058,85.42,1695.62,0
82,64.61,0.379,105.88,1250.98,0
26,91.58,0.5976,70.88,1417.54,0
6,78.59,0.2078,120.71,1347.37,0
4,74.2,0.0335,91.11,2017.35,1
29,81.3,0.352,72.62,1774.47,0
59,49.93,0.4602,80.73,1727.96,0
98,106.35,0.0029,93.87,2163.12,0
17,75.37,0.0502,81.76,1605.63,0
43,45.55,0.1161,114.4,1399.21,1
80,92.96,0.2139,94.45,1068.05,0
66,63.73,0.3894,118.7,1290.14,0
34,90.66,0.174,94.34,1547.78,0
8,76.82,0.1616,114.34,1779.42,0
13,51.44,1.0176,100.18,1303.83,0
8,78.92,0.0784,94.81,1975.1,0
94,77.82,0.3421,79.19,1038.12,0
96,92.28,1.5269,101.36,1387.36,0
100,82.83,0.4904,114.71,1621.14,0
94,56.41,0.6315,86.25,1539.35,0
65,90.03,0.2821,99.75,1643.02,0
43,68.79,0.0101,88.97,1538.55,0
39,100.8,0.5194,138.72,1694.47,0
81,69.68,0.4997,106.24,1426.82,0
59,71.83,0.0585,101.8,1409.82,0
84,62.67,0.3101,90.28,1252.51,0
88,67.52,1.2345,117.68,2152.11,0
86,63.56,0.1148,99.99,1476.45,1
93,92.65,0.3091,98.7,1630.66,0
86,55.03,0.3091,98.53,1436.6,1
44,87.07,0.8324,77.88,1977.57,0
9,87.43,0.8703,129.92,1496.64,0
37,95.66,0.712,118.39,1598.25,0
74,75.66,0.2274,100.18,1238.29,0
36,59.6,0.0374,97.94,2028.14,0
92,72.42,0.215,82.37,1565.1,0
28,83.92,0.5694,70.48,2039.06,0
42,76.27,0.6066,82.38,1319.78,0
43,80.5,1.6762,122.87,1367.4,0
85,95.48,0.3022,92.27,1341.86,0
88,83.73,0.5004,121.65,1414.9,0
42,77.98,0.3874,99.4,1701.17,0
66,47.33,0.0816,82.63,885.51,0
55,63.24,0.3092,85.32,1485.52,1
72,68.93,0.3935,104.93,1265.8,0
48,45.34,1.5054,67.61,1233.58,0
91,58.36,0.2283,84.66,1640.47,0
22,70.97,1.9585,90.93,1590.0,0
27,73.41,0.3908,116.41,1758.92,0
93,82.59,0.1388,105.66,1616.22,0
67,71.92,0.1064,103.75,1553.92,0
13,78.72,0.0764,109.27,1332.43,0
45,68.73,0.3016,120.68,1221.94,0
10,75.63,0.0111,101.01,1679.73,0
100,81.76,0.2944,79.31,1423.25,0
9,97.09,2.2286,103.76,1619.76,0
54,67.28,0.5545,83.19,1498.65,0
27,77.16,0.7131,58.62,886.92,0
34,88.04,0.0634,103.78,1645.05,0
1,53.41,0.3204,110.33,1312.24,0
32,104.97,0.1686,106.94,1759.26,0
89,92.69,1.1226,110.11,942.34,0
93,49.33,0.1,122.29,2069.72,0
71,80.57,0.3069,80.62,1321.2,0
67,66.53,0.4434,92.24,1641.36,0
84,69.04,0.3608,74.26,1286.23,0
20,80.26,0.8867,108.99,1327.0,0
94,90.76,0.1316,124.58,1705.59,0
35,68.01,0.2369,89.11,1439.39,0
99,68.21,0.7853,114.45,1460.23,1
91,80.58,0.3755,84.61,1754.84,0
90,83.58,0.2572,112.91,1556.68,0
78,59.89,0.0149,55.32,1634.48,0
17,100.86,0.7,130.45,1312.59,0
18,65.35,1.791,78.19,1699.97,0
45,89.47,0.4842,103.38,1533.48,0
93,81.78,0.9709,128.1,1629.12,0
84,84.09,0.3637,76.64,1609.13,0
53,65.64,0.1318,135.19,1838.87,0
91,49.14,0.0073,142.06,1651.45,0
82,74.68,0.5298,113.78,1152.01,0
68,74.74,0.3397,100.34,1321.65,0
65,60.63,0.7619,96.3,1567.9,0
1,88.77,0.5932,111.48,1619.52,0
58,74.23,2.2094,114.92,1102.53,0
26,62.86,0.357,59.74,1202.29,0
20,83.78,0.2786,94.3,1828.07,0
87,84.17,0.169,88.31,2089.74,0
10,64.25,0.324,85.41,1003.72,1
59,93.5,1.0313,85.81,1577.46,1
75,108.65,0.0217,74.12,1514.36,0
41,58.65,1.9061,131.0,1803.42,0
5,72.24,2.5034,88.25,1648.91,0
65,80.06,0.4554,97.1,1748.73,0
17,109.2,0.2014,93.75,815.75,0
22,63.99,0.1262,89.02,1497.86,0
98,60.91,0.1618,108.34,1228.15,0
41,60.8,0.0257,93.76,1235.83,0
93,93.32,0.3223,112.11,1132.19,0
68,64.38,0.0295,131.4,1568.51,0
69,62.25,0.6338,78.0,1600.03,0
11,78.46,0.2326,106.46,1689.28,0
56,79.62,0.1112,105.86,1379.08,0
51,91.07,0.3936,76.49,1915.24,0
21,76.38,1.8202,112.92,1220.39,0
99,78.73,0.5939,94.75,1070.23,0
76,73.42,0.3384,131.59,1565.64,1
26,55.44,0.7501,119.98,1294.65,0
19,72.01,0.6687,99.99,1659.54,0
60,75.94,1.1116,95.67,1302.68,0
71,68.34,0.1145,134.65,1326.32,0
47,51.53,0.9791,88.41,1301.95,0
71,57.98,0.1791,105.29,1280.4,0
26,74.41,1.4151,98.7,1499.42,0
40,88.99,0.165,123.9,1571.75,0
5,100.23,1.3076,125.43,1279.85,0
21,72.24,1.6592,110.85,1148.81,0
78,64.25,0.0786,89.44,1649.6,0
4,69.41,1.8345,96.87,1616.37,0
23,59.3,0.0448,75.4,1714.39,0
84,86.82,0.1233,104.98,1186.99,0
15,107.06,0.2936,83.87,1251.96,0
93,64.61,2.5255,144.78,1746.97,0
8,57.12,0.3353,89.05,1768.81,0
41,90.1,0.3997,120.52,1377.27,0
19,79.77,0.5928,130.57,1214.22,0
46,80.02,1.7256,116.58,1289.55,0
28,98.82,0.7647,89.87,1210.35,0
91,54.5,0.1269,88.44,1739.38,1
68,54.08,0.1805,158.88,1713.87,0
15,72.57,0.0514,139.48,1524.39,0
99,75.95,0.517,106.07,1296.66,0
37,69.68,0.0997,93.23,1235.65,0
1,111.91,0.1488,82.6,1315.31,0
67,70.35,1.0951,87.6,1233.42,0
24,66.74,0.1978,114.21,1567.98,0
27,76.87,0.4181,146.26,1728.71,0
40,89.56,0.2534,97.62,1738.17,1
63,64.12,0.0385,123.97,1234.7,0
61,72.8,0.2254,117.97,1320.68,0
36,89.99,0.2622,94.15,1334.04,0
98,90.82,1.1302,119.98,1805.73,0
93,78.26,0.1961,120.6,1099.74,0
24,111.28,0.2384,118.34,1499.11,0
24,104.71,0.7637,91.75,1237.54,1
4,53.91,0.7114,114.34,1442.55,1
67,49.62,0.8005,123.78,1708.15,0
34,86.94,1.5371,119.12,1403.06,0
57,95.48,0.7937,121.56,1274.0,0
49,71.63,0.2618,95.94,1724.29,0
87,67.47,0.8616,121.45,1538.97,0
53,62.7,0.3553,125.8,1644.69,0
23,57.48,0.1627,90.86,1579.4,0
69,92.05,0.1804,72.32,1135.57,1
95,69.28,0.1267,132.71,1891.55,0
53,79.53,0.0783,90.75,1440.33,0
62,47.61,0.102,85.15,1752.74,0
41,90.03,0.0326,104.25,1394.96,0
57,83.82,1.0966,94.6,1669.72,0
60,54.83,1.3369,61.48,1803.24,0
54,78.89,0.4419,117.84,1764.73,0
70,75.07,0.9178,117.34,1531.62,0
57,68.25,0.1014,79.37,1398.14,0
10,31.46,1.1597,99.49,1077.5,0
40,65.1,0.353,79.66,1128.66,0
7,79.54,0.0348,82.82,1834.93,0
38,66.77,0.0762,87.96,1252.87,0
85,71.67,0.1848,110.57,1741.27,0
61,97.45,0.0223,140.22,1774.31,0
84,73.84,0.185,91.73,1636.6,0
3,43.55,0.0309,116.78,1617.37,0
51,72.23,0.1346,115.95,1150.35,0
86,76.49,0.1544,57.4,1095.18,0
47,62.62,2.5897,72.3,1302.39,0
68,86.02,0.1343,140.93,1995.85,0
92,53.07,0.1367,89.88,1912.43,0
76,72.93,0.5804,109.06,1511.16,0
38,52.89,0.9808,106.74,1888.31,0
36,70.56,0.2447,57.44,1219.51,0
41,85.62,1.0422,86.36,1389.17,0
69,72.57,0.2079,114.53,1976.17,0
13,71.7,0.1097,81.24,2130.65,0
87,75.42,0.2,92.44,1731.49,0
58,76.17,0.47,75.92,1023.17,0
50,85.41,0.2288,83.19,1904.86,0
30,85.5,0.5587,89.47,1419.65,0
62,96.33,0.1352,62.82,1716.77,0
25,77.51,0.6036,123.43,1529.73,0
27,50.09,0.2134,72.23,1801.96,0
51,87.87,0.3043,96.55,1514.01,0
78,95.25,0.4079,85.1,2318.68,0
57,111.93,0.5795,121.54,1789.54,0
47,96.78,0.1364,75.35,1122.6,0
100,67.65,0.9038,84.36,996.48,0
39,77.81,0.6398,73.26,1000.23,0
16,70.94,0.1334,51.84,1678.49,0
22,68.9,1.8439,110.18,1788.71,0
85,73.3,0.5465,100.65,716.36,0
54,94.29,0.3011,104.38,1866.31,0
21,51.16,0.0857,116.21,1605.13,0
72,59.96,0.3809,102.16,1985.18,0
16,93.29,0.09,91.12,1209.59,0
59,96.81,0.2806,105.19,1587.2,0
31,65.11,0.2627,89.87,1584.91,0
42,99.76,0.6364,122.25,1267.9,0
74,89.64,0.1068,92.76,1119.29,0
32,70.98,0.8626,97.62,1779.41,0
59,38.47,0.1974,112.73,1568.74,0
34,49.98,0.2935,146.72,1618.18,0
9,65.13,0.74,79.56,1908.82,0
81,86.4,0.4909,75.63,1488.09,0
11,86.45,0.1841,95.1,1594.46,0
96,68.0,0.244,85.04,1605.73,0
10,71.53,0.1825,114.0,1613.7,0
86,74.51,0.4517,103.95,1077.37,0
17,71.72,0.2022,77.61,1494.02,0
68,77.45,0.6468,114.99,1847.52,0
48,74.55,0.4335,136.95,1461.6,1
52,49.89,0.0787,84.02,1358.2,0
25,71.89,0.1857,106.51,1790.56,0
21,74.66,0.1252,56.11,1504.11,0
65,89.85,0.2474,92.64,1311.11,0
63,62.53,0.3628,106.19,1241.58,0
89,78.06,0.3534,97.17,1483.84,1
51,83.44,0.7023,102.25,1301.53,0
36,72.77,0.1048,84.44,1770.44,0
81,48.68,1.4638,125.2,1271.73,0
88,90.15,0.2099,91.79,1583.49,0
66,86.21,0.1785,75.41,1625.96,0
15,78.43,0.5779,99.22,1689.88,0
96,75.6,0.8187,118.46,1970.91,0
39,48.28,0.2378,111.09,1094.23,0
70,86.62,0.6869,89.65,1682.37,0
1,97.3,1.0759,135.46,1686.89,0
23,58.29,0.7279,98.51,1174.08,0
39,95.18,0.0174,65.75,1578.18,0
57,91.97,0.8783,111.89,1374.13,0
81,57.85,0.7447,97.25,1920.59,0
34,69.09,0.5533,98.52,1329.45,0
41,54.07,0.7136,117.78,1435.43,0
93,74.02,1.9418,94.78,1385.89,0
73,81.72,0.282,94.2,1248.55,0
13,55.19,0.0348,74.93,1035.18,0
70,80.79,0.3089,89.41,1250.17,0
6,84.59,0.0238,104.9,1543.16,1
84,84.8,0.1742,88.24,1584.72,0
52,81.82,0.442,66.61,1743.71,0
3,56.57,0.1853,113.03,1814.95,0
81,73.18,0.5782,113.85,1620.19,0
63,80.29,0.8629,114.0,1738.99,0
49,96.92,0.2727,81.49,1657.22,1
76,75.04,1.152,99.59,1169.62,0
47,81.38,0.0416,104.79,1614.41,0
55,61.02,0.9166,111.89,1503.56,0
64,57.68,0.8818,112.34,1330.55,1
65,55.75,0.1943,71.74,1503.66,0
81,68.7,0.1774,134.44,1607.18,0
67,105.93,0.182,75.83,1439.45,0
90,68.97,0.834,67.38,1797.54,0
15,80.47,0.8909,50.0,1602.36,0
100,83.36,0.2,113.97,1762.26,1
32,58.63,0.449,128.98,1876.95,0
96,68.47,0.0748,87.35,1381.27,0
68,84.37,0.3163,64.64,1366.59,0
18,81.42,3.3597,117.49,1847.03,0
83,45.09,0.0865,74.04,1269.13,0
43,83.92,1.4741,112.38,1470.51,0
35,66.74,0.8694,81.51,1353.78,0
78,67.13,1.7916,91.22,1202.78,0
58,81.07,0.099,106.38,1649.38,0
33,97.84,0.1201,106.53,1419.74,0
14,71.99,0.0085,102.14,1221.76,0
34,92.69,0.645,129.4,1777.56,0
61,53.39,0.5165,134.29,1102.66,0
4,76.96,0.098,135.85,1455.67,0
88,66.88,0.7831,96.48,1767.1,0
59,79.23,0.1778,102.12,1774.51,0
29,70.56,0.0725,127.57,1628.26,0
83,54.88,0.2746,86.97,1235.98,0
6,61.69,0.0477,91.4,1548.16,0
97,50.35,0.1527,100.42,1606.69,0
49,55.4,0.2321,99.61,1367.45,0
40,82.2,0.9548,94.27,1612.98,0
83,71.23,0.7864,81.3,1056.68,0
65,78.46,0.2924,117.09,973.98,0
69,102.23,0.6447,92.25,1307.34,0
27,70.56,0.4204,103.13,1707.93,0
80,84.51,0.2084,99.86,1758.07,0
6,75.42,0.6471,113.51,1116.24,0
13,116.44,0.5752,109.12,1940.36,0
64,30.0,0.4826,94.89,1527.0,0
62,64.24,0.4811,91.7,1035.44,0
99,84.81,0.5744,97.79,1591.07,0
19,63.71,0.2427,77.8,1881.67,0
76,83.49,1.0166,83.91,1354.57,0
80,74.1,0.0886,110.61,1793.13,0
43,87.97,1.0766,105.99,1932.71,0
74,58.02,0.2095,80.68,1512.15,0
89,77.59,0.0668,97.6,1276.44,0
20,81.99,0.4582,68.74,1851.1,0
95,76.98,0.2358,102.71,1850.04,0
68,77.24,0.8451,93.28,1122.49,0
44,93.04,0.2817,141.9,1469.48,1
23,49.8,0.5522,111.74,1716.25,0
2,76.87,0.1843,80.94,1732.85,0
22,56.86,0.1175,80.66,1413.24,0
57,86.36,0.2456,112.75,1212.41,0
72,62.43,0.4667,117.59,1971.2,0
7,37.91,0.5349,137.17,1526.81,0
78,86.72,0.4316,123.13,1446.41,0
56,70.97,2.2138,109.54,1323.53,0
67,80.35,0.5874,128.46,1439.55,0
16,96.41,1.3406,101.49,1027.61,0
83,80.57,0.0627,100.6,1799.7,0
51,77.54,0.0317,75.75,1418.74,0
82,74.29,0.1863,130.17,869.79,0
80,57.79,0.0734,102.65,1204.55,1
72,71.77,0.3731,98.03,1787.27,0
97,104.61,0.3659,84.12,1457.32,0
12,69.37,0.4279,124.51,1263.36,0
53,72.66,0.6837,119.73,1539.72,0
75,93.86,1.7759,81.96,1410.39,0
5,51.88,1.0529,110.21,1533.14,0
27,84.3,0.063,115.92,1595.87,0
12,51.17,0.2066,75.07,1255.09,0
17,80.99,0.1477,112.82,1327.18,0
6,74.66,0.0973,108.82,1279.68,0
97,84.19,0.3934,112.46,1288.52,0
5,59.81,0.4029,139.73,1311.61,0
57,66.97,0.1289,159.23,1412.89,0
28,84.96,0.6222,124.72,1317.65,0
78,67.35,0.6601,105.21,1547.97,0
69,86.33,0.0106,112.76,1405.91,0
59,78.14,0.2519,108.68,1288.03,0
33,68.31,1.1043,147.03,922.34,0
62,70.27,0.3673,102.75,1229.06,0
50,75.05,0.2136,91.71,1390.64,0
19,71.7,0.1463,110.97,1787.28,0
86,85.95,0.1394,141.75,1479.01,0
69,69.43,0.0526,80.63,1046.0,0
66,66.4,0.8498,86.56,1529.39,0
94,88.65,0.0453,85.45,1364.24,0
47,68.67,0.1729,76.06,1671.29,0
39,66.89,0.0234,80.98,1061.27,0
68,37.72,0.7602,118.81,1863.35,0
33,59.41,0.02,104.4,1634.1,0
13,62.42,0.1843,74.12,1437.35,0
84,66.9,0.4258,113.71,1036.85,0
54,64.17,0.2634,106.91,1061.72,0
7,89.75,0.1658,119.03,1705.61,1
79,63.37,0.1609,87.92,1740.96,0
87,64.49,0.7992,75.46,1812.48,1
14,77.33,1.8244,113.6,2000.18,0
87,58.47,0.2139,116.5,1724.75,0
19,98.46,0.02,77.91,1622.25,0
54,87.03,0.0186,104.76,2216.54,0
93,57.48,0.7119,87.67,1336.36,0
20,90.21,0.4019,119.42,1469.79,0
29,93.33,0.7653,113.24,1037.62,0
24,57.87,0.5978,124.37,1687.34,0
82,57.52,1.1903,83.18,1438.96,1
63,65.84,1.085,86.21,1313.95,0
74,53.77,0.7764,92.59,1320.18,0
57,63.3,0.3224,89.4,1261.5,0
8,69.0,0.1842,107.37,1449.32,0
90,82.56,0.3537,78.46,1067.45,0
62,76.22,0.3486,130.42,1094.47,1
29,72.78,0.4712,134.88,1167.85,0
74,67.75,0.103,122.19,1313.97,0
17,55.38,0.533,110.0,1360.81,0
66,83.88,0.305,97.54,885.34,0
6,83.54,0.4841,103.78,1345.45,0
58,65.75,0.137,84.87,1247.62,0
69,58.48,0.2849,103.15,1734.83,0
28,98.34,0.118,106.71,1230.0,0
62,78.7,1.0409,83.49,1801.19,0
41,80.95,0.3347,132.43,2022.56,0
69,81.6,0.1274,98.32,1850.05,0
82,56.96,0.021,79.43,1205.48,1
90,97.49,0.5631,95.89,1655.84,0
84,68.95,0.1208,87.95,1210.64,0
41,87.33,2.2821,83.19,1252.35,0
49,96.88,0.3815,131.43,1272.49,1
91,76.22,0.1705,100.2,1540.84,0
49,57.28,0.536,120.6,1237.82,0
76,37.6,0.1609,108.23,1511.6,0
71,74.42,0.8582,109.53,1878.74,0
3,78.75,0.1843,99.73,1169.46,0
10,66.29,2.2219,91.36,1017.55,1
98,77.04,0.4646,126.0,1307.96,0
89,81.46,0.9303,113.08,1928.4,0
35,89.91,0.0378,96.38,1706.57,0
80,71.57,0.2141,119.89,1243.64,0
2,74.32,0.6687,130.2,1186.36,0
24,72.32,0.5322,107.32,1597.1,0
74,75.5,0.108,131.03,1529.28,0
38,67.3,0.2202,90.46,1686.83,0
22,67.23,0.1529,82.01,1153.43,0
26,68.17,0.4751,93.14,1474.86,0
43,77.34,0.2112,100.82,1768.79,0
55,62.29,0.1848,131.11,1838.59,0
39,68.24,0.1162,92.38,1128.37,0
91,102.13,0.263,107.68,1474.4,0
29,88.45,0.1088,122.02,1414.21,0
20,60.64,1.6426,109.35,1248.96,0
91,87.97,0.0839,90.13,1279.36,0
41,84.41,1.2227,74.43,1670.11,0
54,73.44,0.2797,124.38,1270.21,0
20,64.38,0.2373,78.95,1463.03,0
19,62.68,0.1315,92.43,1646.02,0
84,78.36,0.505,100.68,2025.73,0
99,62.31,0.5784,125.27,1589.81,0
66,91.46,0.3152,119.95,1716.24,0
30,95.71,0.0287,102.97,1578.89,0
53,74.36,1.2536,124.26,1438.32,0
34,92.08,1.9643,128.65,1432.97,0
22,68.83,0.282,90.47,1465.11,0
67,64.28,0.4755,92.14,858.13,0
6,91.5,0.2992,114.98,1401.89,0
79,98.7,0.1942,133.94,1631.49,0
27,104.45,0.0402,86.1,1278.91,0
10,79.99,0.3045,63.16,1935.84,0
73,87.93,0.8529,112.99,1537.56,0
97,79.66,0.0086,127.29,1460.65,0
96,96.05,0.4363,102.59,1750.76,0
48,81.5,1.0634,152.68,1669.22,0
70,87.08,0.1227,83.26,1839.85,0
59,57.97,0.1012,85.16,1898.28,0
100,71.53,0.7398,84.88,1939.59,0
59,87.2,0.1472,101.74,1637.06,0
2,85.86,0.1066,102.2,1188.91,0
29,88.48,0.2374,84.6,1428.5,0
68,76.81,0.2492,122.47,1991.7,0
65,65.22,1.0361,105.36,1577.82,0
83,74.12,0.4817,79.3,1369.75,0
26,75.71,0.2604,112.27,1336.53,0
89,78.63,0.3822,91.59,1176.77,0
10,60.48,1.5392,102.03,1775.8,0
53,71.01,0.0601,117.75,1364.49,0
79,73.67,0.1164,119.98,1205.16,0
59,41.37,1.6421,118.33,1239.04,0
22,87.49,1.5771,100.99,717.22,0
51,77.46,0.0975,80.5,1711.84,0
48,78.98,0.0784,93.63,1428.78,0
21,67.27,0.2733,100.46,1131.39,1
22,83.79,0.0255,130.92,1916.15,0
100,62.52,0.532,89.48,1513.95,0
98,64.88,0.0403,104.04,827.56,0
30,84.42,0.0299,75.34,1716.54,0
25,80.36,0.332,106.81,1196.77,0
28,55.84,1.5825,99.09,1678.63,0
65,98.66,0.2783,97.42,1651.53,0
45,63.62,0.2204,116.93,1541.21,0
68,73.01,3.0966,86.29,1124.49,0
7,101.2,0.3796,128.02,1130.21,0
49,44.1,0.2352,84.81,1485.33,0
9,49.41,0.2438,127.32,1217.59,0
36,81.63,0.1084,68.08,1865.8,0
83,37.82,0.3589,106.12,1469.56,0
1,44.35,0.2889,112.21,1198.54,0
10,92.63,0.1579,92.81,1799.57,0
36,68.87,0.0875,105.56,926.78,0
73,107.94,0.1864,92.73,1460.45,0
46,59.48,0.3553,108.96,1666.85,1
32,70.22,0.0301,105.01,1191.31,0
32,83.11,0.0835,144.34,1370.27,0
6,82.07,1.475,72.43,1297.68,0
48,71.18,0.3914,104.02,1162.66,0
38,65.27,0.0328,91.58,1522.94,0
17,78.47,0.5906,102.49,1755.31,0
74,95.65,0.0319,97.28,2101.12,0
27,86.44,0.6714,93.03,1728.59,0
54,65.51,0.6931,89.54,1419.2,0
50,60.12,0.5265,114.29,1834.4,0
35,64.61,0.6588,92.54,1161.26,0
85,55.89,0.046,99.57,1339.11,0
25,77.21,0.6487,103.72,1785.79,0
28,87.21,0.0735,85.51,1302.58,0
15,73.93,0.2074,112.19,1517.33,0
4,100.8,1.4301,80.83,1289.66,0
93,101.63,0.3495,109.87,1435.31,0
73,79.62,1.7121,108.04,1479.23,0
27,85.53,0.0466,97.34,1641.4,0
26,61.49,0.3246,78.1,1549.71,0
19,69.59,0.0322,100.13,1714.5,0
92,94.08,0.4974,79.35,1617.64,0
17,66.31,0.041,97.76,1440.04,0
43,97.31,0.0964,115.78,1317.21,0
41,91.69,0.1498,99.69,1225.62,0
42,86.27,0.6906,125.08,681.72,0
50,57.41,0.0895,105.9,1465.47,0
84,70.32,0.9375,115.47,1157.08,0
40,84.66,0.0707,114.33,1237.16,0
39,60.21,0.0179,128.14,1409.84,0
23,72.15,0.2513,73.9,1343.68,0
96,86.28,1.9422,89.54,1664.28,0
52,66.48,0.0585,100.56,1450.01,0
47,62.3,0.0536,116.01,1988.04,0
63,47.99,0.6955,103.37,2158.22,0
97,69.2,0.1871,99.87,1408.17,0
69,86.6,0.6317,120.61,1245.9,0
43,61.91,0.1116,93.25,971.03,0
48,75.27,0.3082,92.32,2048.34,0
34,71.64,0.1541,110.42,1282.82,1
40,65.0,0.3003,147.88,1337.91,0
75,87.57,0.7329,99.61,1290.11,0
61,99.63,0.7178,87.08,1402.0,0
50,90.07,0.3626,88.66,1356.92,0
67,64.56,1.3181,92.68,1748.04,0
62,104.89,0.1531,126.52,676.25,0
58,90.02,0.1374,92.68,1443.71,0
33,68.14,0.4757,106.09,1715.4,0
75,63.37,0.4855,98.16,1292.88,0
16,91.82,0.0238,73.74,1676.5,0
82,77.61,0.468,93.45,1526.85,0
94,62.24,0.2346,50.51,1284.66,0
48,72.78,0.6881,103.5,956.34,0
10,68.89,0.8254,109.79,1621.96,0
82,62.64,0.4017,83.09,1595.49,0
38,90.22,0.0009,89.16,1277.81,0
19,86.73,0.5058,73.19,1727.97,0
36,87.58,0.6909,55.67,1354.48,0
59,87.37,0.1432,69.88,1810.33,0
63,61.26,0.3124,113.04,1590.9,0
77,65.94,1.6867,93.71,1944.0,0
46,96.88,0.177,104.19,1608.9,0
3,76.62,0.1263,140.82,1508.41,0
74,52.94,0.1184,119.98,934.63,0
65,78.25,0.4091,110.78,1516.1,0
91,84.82,1.4957,90.31,1428.23,0
8,82.86,0.4691,131.19,1984.55,0
51,60.93,0.1807,124.71,1564.04,0
81,103.3,0.5088,117.86,1734.75,0
73,52.49,0.4902,99.9,1921.17,0
6,76.66,0.4543,81.51,1901.86,0
89,101.05,0.0868,130.35,1473.9,0
39,83.87,0.5033,117.41,2138.68,0
60,87.54,0.2812,95.93,1348.17,1
28,59.2,0.0094,94.46,1899.15,0
97,80.21,0.388,75.57,1276.03,0
54,74.45,2.2672,115.21,1758.01,1
37,58.05,0.2152,103.41,1210.86,0
9,87.98,1.6843,107.96,1685.62,0
82,62.71,0.0506,118.61,1243.82,0
56,64.49,0.6592,114.44,1188.98,0
59,81.49,0.0607,82.5,1210.11,0
85,72.85,0.1598,100.45,1649.39,0
2,77.54,0.423,108.26,1648.35,0
61,71.93,0.4492,109.76,1647.06,0
58,96.2,0.7463,68.19,1566.4,0
60,61.12,0.4777,79.88,1354.79,0
40,68.03,0.4502,113.15,1283.57,0
36,82.22,1.2172,112.84,1189.48,0
37,60.18,0.3009,132.19,1171.51,0
79,59.52,0.1276,69.0,1863.91,0
92,77.07,0.0882,117.95,1182.35,0
18,88.01,0.2554,107.53,1220.36,0
98,89.97,0.6237,78.98,1200.55,0
63,76.38,0.0217,64.65,1101.99,0
22,64.92,0.0691,118.82,1591.4,0
11,79.13,0.0561,80.33,1339.23,0
58,83.49,0.44,73.72,1450.86,0
57,78.93,0.1391,109.07,1465.04,0
77,93.51,0.0909,99.81,1586.6,0
4,59.79,0.4492,111.49,1530.38,0
86,64.55,0.7163,108.61,1855.14,1
7,91.43,0.2018,166.91,1299.63,0
61,52.9,0.4316,114.47,1322.36,0
